0,0.074005074,0.530905967,0.074005074,0.530905967
14,0.009723169,0.367897223,0.009723169,0.367897223
28,0.009723169,0.123869267,0.009723169,0.123869267
98,0.009723169,0.252572522,0.009723169,0.252572522
154,0.009723169,0.128507479,0.009723169,0.128507479
238,0.009723169,0.294897595,0.009723169,0.294897595
322,0.009723169,0.837640972,0.009723169,0.837640972
364,0.01350385,0.160871632,0.01350385,0.160871632
378,0.01350385,0.04943537,0.01350385,0.04943537
406,0.01350385,0.2408,0.01350385,0.2408
448,0.01350385,0.00185643,0.01350385,0.00185643
532,0.01350385,0.074464076,0.01350385,0.00185643
560,0.131896563,0.502616627,0.01350385,0.00185643
700,0.290507878,0.132354004,0.01350385,0.00185643
728,0.061888496,0.023374784,0.061888496,0.023374784
854,0.155811909,0.023374784,0.061888496,0.023374784
924,0.413706816,0.023374784,0.061888496,0.023374784
952,0.413706816,0.361547592,0.061888496,0.023374784
1022,0.137094137,0.361547592,0.061888496,0.023374784
1064,0.203683794,0.125558947,0.061888496,0.023374784
1092,0.046146878,0.036193507,0.046146878,0.036193507
1218,0.158990598,0.036193507,0.046146878,0.036193507
1288,0.454620769,0.036193507,0.046146878,0.036193507
1316,0.454620769,0.37842375,0.046146878,0.036193507
1386,0.124888574,0.37842375,0.046146878,0.036193507
1428,0.232860946,0.15015639,0.046146878,0.036193507
1456,0.075620624,0.032863227,0.075620624,0.032863227
1582,0.202004887,0.032863227,0.075620624,0.032863227
1652,0.609649891,0.032863227,0.075620624,0.032863227
1680,0.609649891,0.365806025,0.075620624,0.032863227
1750,0.140016399,0.365806025,0.075620624,0.032863227
1792,0.287951931,0.116937509,0.075620624,0.032863227
1820,0.088769782,0.028231403,0.088769782,0.028231403
1946,0.260156976,0.028231403,0.088769782,0.028231403
2016,0.83438849,0.028231403,0.088769782,0.028231403
2044,0.83438849,0.299207184,0.088769782,0.028231403
2114,0.199957452,0.299207184,0.088769782,0.028231403
2156,0.304340153,0.102928274,0.088769782,0.028231403
2184,0.129764285,0.021916567,0.129764285,0.021916567
2310,0.363468546,0.021916567,0.129764285,0.021916567
2380,1.168786061,0.021916567,0.129764285,0.021916567
2408,1.168786061,0.276313633,0.129764285,0.021916567
2478,0.278488048,0.276313633,0.129764285,0.021916567
2520,0.359995909,0.063597914,0.129764285,0.063597914
2548,0.18247357,0.019617536,0.18247357,0.019617536
2674,0.566555485,0.019617536,0.18247357,0.019617536
2744,1.717658537,0.019617536,0.18247357,0.019617536
2772,1.717658537,0.230469778,0.18247357,0.019617536
2842,0.361554481,0.230469778,0.18247357,0.019617536
2884,0.490904033,0.074366024,0.18247357,0.019617536
2912,0.222634207,0.01744566,0.222634207,0.01744566
3038,0.809565865,0.01744566,0.222634207,0.01744566
3108,2.511269479,0.01744566,0.222634207,0.01744566
3136,2.511269479,0.194813117,0.222634207,0.01744566
3206,0.521086524,0.194813117,0.222634207,0.01744566
3248,0.561636018,0.02284645,0.222634207,0.02284645
3276,0.308930705,0.022697683,0.308930705,0.022697683
3402,1.364849527,0.022697683,0.308930705,0.022697683
3472,4.461868739,0.022697683,0.308930705,0.022697683
3500,4.461868739,0.258557745,0.308930705,0.022697683
3570,0,0.258557745,0,0.022697683
3612,0,0,0,0
