0,794,0,0,0,0,0,0,2,3,8,0,0,0
0,796,0,0,0,0,0,0,0,3,2,1,1,0
0,822,0,0,0,0,0,0,0,88,0,0,0,0
0,851,0,0,0,0,0,0,0,0,1,0,0,99
0,878,0,0,4,16,0,0,13,168,19,1,1,0
0,889,0,0,0,0,0,0,0,0,0,1,0,99
0,890,0,0,0,0,0,0,0,0,0,1,1,99
0,891,0,0,0,0,0,0,0,0,0,1,1,99
0,892,0,0,0,0,0,0,0,0,0,1,1,99
0,893,0,0,0,0,0,0,0,0,0,1,1,99
0,896,0,0,0,0,0,0,0,0,0,1,1,99
0,897,0,0,0,0,0,0,0,0,0,1,1,99
0,901,0,0,0,0,0,0,0,0,0,1,1,99
0,902,0,0,0,0,0,0,0,0,0,1,1,99
0,903,0,0,0,0,0,0,0,0,0,1,1,99
0,904,0,0,0,0,0,0,54,54,33,1,1,0
0,905,0,0,0,0,0,0,0,0,0,1,1,99
0,906,0,0,0,0,0,0,0,0,0,1,0,99
0,907,0,0,0,0,0,0,0,0,0,1,1,99
0,910,0,0,0,0,0,0,0,0,0,1,1,99
0,911,0,0,0,0,0,0,0,0,0,1,1,99
0,913,0,0,0,0,0,0,0,143,0,1,1,0
0,917,0,0,0,0,0,0,0,0,1,1,0,99
0,918,0,0,0,0,0,0,0,0,0,1,0,99
0,919,0,0,0,0,0,0,0,0,0,1,0,99
0,920,0,0,0,0,0,0,0,0,0,1,0,99
0,921,0,0,0,0,0,0,0,0,0,1,0,99
0,924,0,0,0,0,0,0,0,0,0,1,0,99
0,925,0,0,4,16,0,0,5,32,0,1,1,0
0,926,0,0,0,0,0,0,0,0,0,1,0,99
0,927,0,0,0,0,0,0,0,0,0,1,0,99
0,1016,0,0,0,61,0,0,0,208,0,0,0,0
0,1052,0,0,0,0,16,0,0,0,0,0,0,99
0,1053,0,0,0,0,0,0,13,0,0,0,0,99
0,1058,0,0,0,0,0,0,0,5,0,0,0,0
1,795,0,0,0,0,0,0,0,0,0,1,1,99
1,1205,0,0,39,0,0,0,0,100,26,0,0,1
1,1206,0,0,40,0,0,0,0,100,25,1,0,1
1,1213,0,0,0,0,15,0,0,0,18,0,0,99
1,1246,0,0,0,0,10,10,0,0,0,0,0,1
1,1270,30,30,0,0,0,0,0,0,0,0,0,1
1,1271,30,30,0,0,18,18,0,0,0,0,0,1
1,1274,77,40,0,0,0,0,0,0,0,0,0,1
1,1278,30,30,0,0,0,0,0,0,0,0,0,1
1,1279,30,30,0,0,0,0,0,0,0,0,0,1
1,1281,40,40,0,0,0,0,0,0,0,0,0,1
1,1282,0,0,0,0,39,39,0,0,0,0,0,1
1,1291,0,0,0,0,0,0,0,0,8,0,0,99
1,1295,0,0,0,0,11,11,0,0,0,0,0,1
1,1319,0,0,0,0,0,0,0,133,132,0,0,1
2,1053,0,0,0,0,0,0,0,0,10,1,0,99
2,1087,0,0,0,0,0,0,10,0,20,1,0,99
2,1292,100,99,0,0,0,0,0,0,0,0,0,1
3,1010,0,0,0,0,0,0,0,203,3,1,0,0
3,1011,0,0,0,0,0,0,0,193,0,0,0,0
3,1032,0,0,30,30,0,0,0,355,36,1,1,0
3,1079,0,0,0,0,0,36,0,0,0,0,0,0
3,1080,0,0,0,0,36,36,0,0,0,0,0,0
3,1081,0,0,0,0,0,36,0,0,0,0,0,0
3,1082,0,0,0,0,36,36,0,0,0,0,0,0
3,1083,0,0,0,0,33,33,0,0,0,0,0,0
3,1085,0,0,0,0,68,67,0,0,0,0,0,0
